feature,n_obs,r2,r2_ci_lo,r2_ci_hi,pearson_r,spearman_rho,p_value,direction,rank
career_seasons,199,0.024137007877889183,0.0010615429378892877,0.08395676013680958,-0.1553608955879477,-0.1554654714681505,0.028440903408458455,-,43
three_cone,92,0.024011221728522766,0.00013691776677386604,0.13305179645537332,-0.1549555475887287,-0.07192050253594931,0.14024366229494423,-,44
rec_rate_sq,199,0.023820966150100414,0.00015674019508345101,0.1674197315949525,0.15434042292964087,0.21402895367052074,0.029511726322707776,+,45
speed_score,157,0.022282522176386703,7.993110338989706e-05,0.08713046892356739,0.14927331367792002,0.08888329526750369,0.062053813467095646,+,46
dominator_x_rate,199,0.01952293872239754,0.00013582996052809686,0.1200735841952165,0.13972451009897133,0.18224558835509078,0.04903284476752649,+,47
best_games,199,0.01803101573288997,0.00019388100231832787,0.06572847150625741,0.1342796177120339,0.10419131918601615,0.05863948828122886,+,48
broad_jump,146,0.015428441855341897,9.953631621901646e-05,0.08796725697256763,0.12421127909872717,0.1486408355219181,0.13524335252227568,+,49
best_rec_tds,199,0.01522415631874797,0.0001101209720959158,0.07232734085740526,0.12338620797620765,0.10412953588535206,0.08251923778652759,+,50
career_rec_tds,199,0.015115962024157062,3.7291741940320724e-05,0.06737612435586432,0.12294698867461969,0.11598057610915445,0.08362593328387469,+,51
career_receptions,199,0.014237070689357008,0.00011806212318388319,0.0641763381050252,0.11931919665065219,0.14267228628089415,0.09322945250585275,+,52
breakout_age,55,0.01392686825152201,3.1177015417376675e-05,0.11301092608569897,-0.11801215298231793,-0.09296988936699539,0.3908354096727101,-,53
agility_score,89,0.01299920505580355,2.346334177692485e-05,0.11390108923997057,-0.11401405639570741,-0.09163053714887076,0.2873854197997297,-,54
dominator_sq,199,0.01261829992040436,1.1098509499279214e-05,0.08818448805207091,0.11233120635159385,0.15248669649645072,0.11418755153283615,+,55
height_inches,165,0.010030488394012027,2.898659805167198e-05,0.057269933555455836,0.1001523259540787,0.10108329261305023,0.2005731569729597,+,56
age_sq,199,0.007180845409073487,1.080202309701506e-05,0.03864036849345464,-0.08473986906452881,-0.06482741270183544,0.23404086445997155,-,57
best_age,199,0.006449705009146668,1.5004622026047361e-05,0.03902714178617188,-0.080310055467212,-0.06482741270183544,0.2594896612730155,-,58
recruit_stars,15,0.006308963932316631,8.095952684780386e-05,0.2549397630925499,0.07942898672598456,0.16285235200117937,0.778416375359812,+,59
shuttle,98,0.005758879024995796,2.337613604384359e-05,0.06259253487016037,-0.07588727841341918,-0.08852910588257605,0.4576762428840024,-,60
best_ypr,198,0.005628678772560485,6.579694584853511e-06,0.042746098230618104,0.07502452114182726,0.09849539104409108,0.2934948580442294,+,61
best_yards_per_touch,198,0.004957741922624723,2.9244153835873846e-05,0.02343105371343839,-0.07041123434953206,0.1553206088362224,0.32426818636369614,-,62
vertical_jump,153,0.0041678221192530205,2.122903713054784e-05,0.04717325150902147,0.06455867191364008,0.08016347220279352,0.427879518484657,+,63
recruit_rating,15,0.0008528055893826183,3.849266796645737e-05,0.2614501450994492,-0.029202835296981325,0.0035842524136632694,0.9177161961155664,-,64
bench_press,124,0.00020154348518902157,1.7891610814765458e-05,0.04793197096786537,-0.014196601184404018,0.0025383506896411974,0.8756440550973531,-,65
forty_time,157,2.8976839864563246e-05,6.4850922344443725e-06,0.029793857959791014,-0.005383014013037979,0.04375262271684575,0.9466529831772584,-,66
recruit_rank_national,15,2.184955264148154e-05,2.6809811057974742e-05,0.2774401407908084,0.0046743505047740636,-0.017921262068316346,0.9868091744179449,+,67
best_catch_rate,0,,,,,,,?,68
best_td_rate,0,,,,,,,?,69
best_ypt,0,,,,,,,?,70
best_targets,0,,,,,,,?,71
career_targets,199,,,,,,,-,72
career_rec_per_target,0,,,,,,,?,73
best_yprr,0,,,,,,,?,74
best_routes_per_game,0,,,,,,,?,75
best_receiving_grade,0,,,,,,,?,76
best_contested_catch_rate,0,,,,,,,?,77
best_drop_rate,0,,,,,,,?,78
best_target_sep,0,,,,,,,?,79
ypr,0,,,,,,,?,80
yprr_x_capital,0,,,,,,,?,81
