feature,n_obs,r2,r2_ci_lo,r2_ci_hi,pearson_r,spearman_rho,p_value,direction,rank
power4_conf,97,0.004349232522942171,9.17002121000899e-06,0.0683898571338919,0.06594871130615193,0.04539998472885183,0.5210039791289168,+,105
career_rec_per_target,90,0.004153754153591245,1.5904809082577468e-05,0.0467826082024721,0.06444962492979493,0.21385629157479405,0.5461734425588182,+,106
best_games,97,0.003822838622618193,9.710766493724e-06,0.042898205575397974,-0.06182910821464428,-0.035148280029709496,0.5474218098693275,-,107
best_routes_per_game,77,0.0033170713224472247,1.667291801913654e-05,0.0825999804705791,0.05759402158598777,0.05319304233592254,0.6188135703836564,+,108
recruit_stars,83,0.0029764272837974263,2.302752889780512e-05,0.06501278074155808,-0.05455664289339499,-0.08140724041108757,0.6242316233514614,-,109
recruit_rating,83,0.0023572540129408156,1.2892992011144851e-05,0.06505209607687962,-0.0485515603553667,-0.045613608058497915,0.6629275610780291,-,110
best_catch_rate,77,0.0023313293453525986,1.0307778151714746e-05,0.0719094812196282,0.04828384145190395,0.06150114993971629,0.6766766961453341,+,111
best_deep_target_rate,90,0.002146201663136403,5.197874042947812e-06,0.03682943778392839,-0.046327115851695355,-0.00919205647795073,0.6645883518779816,-,112
best_man_zone_delta,55,0.0017257516756160661,2.833199282673608e-05,0.1029632083813674,-0.04154216744003695,0.06713419687699118,0.7633087941218611,-,113
best_drop_rate,77,0.0013086749634746955,9.99022498003854e-06,0.07095680437677909,0.03617561282790791,0.02880541612168193,0.7547746885819366,+,114
career_rush_attempts,97,0.0010895611539696204,5.482878237646285e-06,0.04318792623787447,-0.0330085012378572,0.13114426119064534,0.7482338186589325,-,115
career_rush_yards,97,0.0005883843848576382,2.4472334504302348e-06,0.03979643515722437,-0.02425663589324864,0.0325847563701931,0.8135585128878124,-,116
career_rush_tds,97,0.00034733067866884017,3.6525874730129183e-06,0.029622051854350417,-0.018636809777127634,0.07918090433917788,0.8562203949799142,-,117
recruit_rank_national,83,4.5256110161125334e-05,6.2680466760453614e-06,0.0447935013930248,0.006727266172905999,0.05765989013378988,0.9518693113545327,+,118
best_sp_plus,0,,,,,,,?,119
best_target_sep,0,,,,,,,?,120
