feature,n_obs,r2,r2_ci_lo,r2_ci_hi,pearson_r,spearman_rho,p_value,direction,rank
best_routes_per_game,182,0.005369328773473174,1.5322151300573422e-05,0.04753214377387285,-0.07327570384154064,-0.0352792575256155,0.325580594735878,-,85
best_deep_target_rate,192,0.005181155879996183,1.7585379806590253e-05,0.04192613387231583,-0.07198024645690082,-0.021388226121725452,0.32111838802709003,-,86
bs_above_2_0,224,0.005163243785234147,1.934069537449361e-05,0.04108497669021118,0.07185571504921615,0.09133252983065383,0.2842567225120861,+,87
bs_above_1_5,224,0.005112609597297779,5.179666863470536e-06,0.04907288307902219,-0.07150251462219898,-0.05835361433260873,0.28663666512045954,-,88
best_man_yprr,113,0.0037672661964041915,1.2816761978581612e-05,0.05791052288316796,-0.0613780595685803,-0.0761324589292665,0.5184007457202213,-,89
best_ppa_rush,145,0.0037497249040797306,1.4176758974004927e-05,0.051332257714933216,-0.06123499737960091,-0.02488995698514581,0.4643687553808229,-,90
broad_jump,156,0.003673862740454861,8.555684640725049e-06,0.0453609282001838,0.06061239758048564,0.1097502074131588,0.4522606742868958,+,91
best_ypt,182,0.003463886121489065,1.9971298436688e-05,0.044023579352458,0.058854788432964954,0.018869359839719862,0.4299902364166881,+,92
bs_above_1_8,224,0.003154213893649914,1.1773109176855265e-05,0.03263674366196835,0.056162388603494366,0.07277423607241709,0.40286275039004615,+,93
shuttle,107,0.002992243967713072,1.850766917510474e-05,0.08259087686523336,-0.05470140736501276,-0.011578644921983076,0.5757461785456407,-,94
yprr_above_2_0,224,0.0028026050376566258,1.2862534721568852e-05,0.034572277004485084,-0.052939635790744025,-0.031568491656711696,0.4304346278230702,-,95
best_deep_yprr,192,0.0027756890264769556,2.1122583793171884e-06,0.03513015030784075,0.05268480830824912,0.04753499756453404,0.4679863353857381,+,96
power4_conf,224,0.002510240965167064,4.063284241604797e-06,0.03138302795735586,0.05010230498856379,0.038637409146159415,0.4555851975920783,+,97
best_td_rate,182,0.0022901280988433972,3.1737994050612933e-06,0.04818699128739879,0.04785528287288037,0.060629405706706226,0.521183205553776,+,98
best_rush_tds,224,0.0017999101638883322,5.5335735061042495e-06,0.01952758797553744,0.04242534812925325,0.04299761539314149,0.5275852101582883,+,99
career_targets,224,0.0017319304479999536,9.201013914312052e-06,0.0306689007033632,-0.04161646847102663,0.01591786712587597,0.5354934676891656,-,100
best_season_year,224,0.0016787362988088695,9.873312174513861e-06,0.025612593557798782,-0.04097238458777899,-0.023689914481923417,0.5418326966305667,-,101
weight_lbs,185,0.0016454401280934943,7.341829716250483e-06,0.03309208056866537,0.04056402504798426,0.007339891304872915,0.5835432151925024,+,102
best_targets,182,0.00124834776218184,1.194409128643738e-05,0.034969158364120984,0.03533196516161873,0.07869099983161697,0.6358436303171131,+,103
bench_press,119,0.001235652459273765,1.2454713464586023e-05,0.055578217999859014,0.03515184858970812,0.06510965678488644,0.7042934580246544,+,104
height_inches,185,0.001180922838378139,4.013638896396041e-06,0.02854141586629195,0.0343645578813134,0.008955839550138367,0.6423771696987892,+,105
best_behind_los_rate,192,0.0011702912678614261,8.01711506931599e-06,0.03355927222023762,0.034209520134918965,0.031292175527138186,0.6375953340094723,+,106
best_usage_rush,205,0.0011308651345563984,1.1244845484901759e-05,0.033581153986067695,0.033628338266355036,0.03422658193030742,0.6321692829986212,+,107
best_yards_per_touch,208,0.0010143104433225259,3.4099406325160626e-06,0.02344124960481553,0.03184824081990285,0.03480964040702078,0.6479084531773198,+,108
best_screen_rate,192,0.0007919901838721722,7.5155035060655156e-06,0.02411059992861398,0.02814232015794313,0.050679682418615334,0.6983995499605214,+,109
best_ypr,224,0.0006839529820560445,9.106911607350117e-06,0.0285951172342795,0.026152494757786388,0.031541541506587535,0.6970605702103265,+,110
yprr_above_2_5,224,0.00022285208334473536,7.216775393914644e-06,0.024430856884984073,-0.014928231085588653,0.0006250807201777955,0.8241677840874386,-,111
career_rush_tds,224,0.00019470760615975018,5.7252700475972145e-06,0.013276853190623692,-0.013953766737327601,-0.023352199090953207,0.8354768364438605,-,112
best_slot_target_rate,192,0.00013122387378231996,6.861333389525395e-06,0.024981028263060125,0.011455298939020316,0.08152297090049572,0.8746948168473819,+,113
recruit_year,193,7.063830120829588e-05,5.32158912910365e-06,0.024331373120243648,-0.008404659493893603,0.015479007982564434,0.9076487218690927,-,114
career_rush_attempts,224,6.647653665069183e-05,1.1449911838730065e-06,0.027100152876783575,0.00815331445797915,0.050989117653921986,0.9034162414208153,+,115
yprr_above_2_2,224,3.9693551113378e-05,1.0568560092333596e-05,0.0216304749665225,-0.006300281828091343,0.012398571591678021,0.925293957241619,-,116
best_rush_ypc,144,3.3325159597112432e-06,5.161339873779618e-06,0.027510362203353914,-0.0018255179976410102,0.06546424915981429,0.9826750501216583,-,117
career_rush_yards,224,8.548143752440818e-07,1.6943531440754174e-06,0.015528507407221549,0.0009245617206244706,0.0808912675174512,0.9890213288532866,+,118
best_sp_plus,0,,,,,,,?,119
best_target_sep,0,,,,,,,?,120
